lastWorkCompany,equivalence,count,equals
Instituto Nacional De Oftalmologia,Instituto Nacional De Oftalmologia,1,TRUE
Instituto Nacional De Radio Y Television Del Peru,Instituto Nacional De Radio Y Television Del Peru,1,TRUE
Instituto Nacional Del Nino - Brena,Instituto Nacional Del Nino - Brena,1,TRUE
Instituto Nacional Materno Prenatal,Instituto Nacional Materno Prenatal,1,TRUE
Instituto Peruano Norteamericano,Icpna - Instituto Cultural Peruano Norteamericano,2,FALSE
Instituto Peruano Para La Concertacion Y El Desarrollo S.R.L.,Instituto Peruano Para La Concertacion Y El Desarrollo S.R.L.,1,TRUE
Instituto Quimioterapico S.A.,Instituto Quimioterapico S.A.,2,TRUE
Instituto San Pablo,Instituto San Pablo,1,TRUE
Instituto Superior Cimas,Instituto Superior Cimas,2,TRUE
Instituto Superior Sise,Instituto Superior Sise,2,TRUE
Instituto Superior Tecnologico Jhalebeth,Instituto Superior Tecnologico Jhalebeth,1,TRUE
Instituto Superior Tecsup,Instituto Superior Tecsup,1,TRUE
Instituto World English,Instituto World English,1,TRUE
Instruprocesos,Instruprocesos,1,TRUE
Intcomex Peru Sac,Intcomex Peru Sac,1,TRUE
Intech Sa,Intech Sa,1,TRUE
Integra Retail,Integra Retail S.A.C.,1,FALSE
Integra Retail S.A.C.,Integra Retail S.A.C.,1,TRUE
Integrator S.A.C.,Integrator S.A.C.,1,TRUE
Integrator Sac,Integrator S.A.C.,2,FALSE
Intelec,Intelec,1,TRUE
Intelecto E.I.R.L.,Intelecto E.I.R.L.,1,TRUE
Intelecto E.I.R.L. Microsoft Partner,Intelecto E.I.R.L.,1,FALSE
Intelica,Intelica Corp,1,FALSE
Intelica Corp,Intelica Corp,1,TRUE
Intelicorp/Intelibusiness,Intelicorp/Intelibusiness,2,TRUE
Intelidata,Intelidata,1,TRUE
Intelinet,Intelinet,1,TRUE
Intellisoftsa,Intellisoftsa,1,TRUE
Interamerican Service Co,Interamerican Service Co,1,TRUE
Interamerican Service Co Sac,Interamerican Service Co,2,FALSE
Interamericana,Interamericana,1,TRUE
Interamsa (Inversiones Interamericanas),Interamsa (Inversiones Interamericanas),2,TRUE
Interbank,Banco Interbank,22,FALSE
Intercorp,Intercorp Retail,1,FALSE
Intercorp - Inlearning,Intercorp Retail,1,FALSE
Intercorp Retail,Intercorp Retail,3,TRUE
Intercorp Retail - Supermercados Peruanos,Intercorp Retail,1,FALSE
Intercorpretail,Intercorp Retail,3,FALSE
Interfono Sac,Interfono Sac,1,TRUE
Interforest,Interforest,1,TRUE
Intergrupo Peru Sac,Intergrupo Peru Sac,1,TRUE
International Company Education,International Company Education Sac,2,FALSE
International Company Education Sac,International Company Education Sac,1,TRUE
Interoc Sa,Interoc Sa,1,TRUE
Interpublic Colombia S.A.S,Interpublic Colombia S.A.S,1,TRUE
Interseguro,Interseguro Compania De Seguros,6,FALSE
Interseguro Compania De Seguros,Interseguro Compania De Seguros,1,TRUE
Interseguro Compania De Seguros Sa,Interseguro Compania De Seguros,1,FALSE
Interseguros,Interseguro Compania De Seguros,2,FALSE
Intertek,Intertek,1,TRUE
Intursa,Intursa,1,TRUE
Intursa- Hotel Aloft Lima Miraflores,Intursa,1,FALSE
Inventory Group Sac,Inventory Group Sac,2,TRUE
Inverdom Security,Inverdom Security,1,TRUE
Invermet,Invermet,1,TRUE
Inversiones Ascencion De Cachuy S.A.C.,Inversiones Ascencion De Cachuy S.A.C.,2,TRUE
Inversiones Cea Metales Srl,Inversiones Cea Metales Srl,1,TRUE
Inversiones Crooke S.A.C,Inversiones Crooke S.A.C,1,TRUE
Inversiones Excambiare,Inversiones Excambiare,1,TRUE
Inversiones Farmaceuticas Kallpa S.A.C.,Inversiones Farmaceuticas Kallpa S.A.C.,1,TRUE
Inversiones Farmacom,Inversiones Farmacom,1,TRUE
Inversiones Fortuna Iuvat Audces S.A.C,Inversiones Fortuna Iuvat Audces S.A.C,1,TRUE
"Inversiones Hc Computer1105,C.A","Inversiones Hc Computer1105,C.A",1,TRUE
Inversiones Inmobiliarias,Inversiones Inmobiliarias,1,TRUE
Inversiones Karmont S.A.C.,Inversiones Karmont S.A.C.,1,TRUE
Inversiones Kayser S.A.C,Inversiones Kayser S.A.C,2,TRUE
Inversiones La Cruz,Inversiones La Cruz,1,TRUE
Inversiones Lamariel Sac,Inversiones Lamariel Sac,1,TRUE
Inversiones Luteda Sac,Inversiones Luteda Sac,1,TRUE
Inversiones Martini Eirl,Inversiones Martini Eirl,1,TRUE
Inversiones Norlima Sa,Inversiones Norlima Sa,1,TRUE
Inversiones Pecuarias Lurin,Inversiones Pecuarias Lurin,1,TRUE
Inversiones Peru Pacifico,Inversiones Peru Pacifico,1,TRUE
Inversiones Pool,Inversiones Pool,2,TRUE
Inversiones Rentables Sac,Inversiones Rentables Sac,1,TRUE
Inversiones Spirt S.A.C,Inversiones Spirt S.A.C,1,TRUE
Inversiones Tmsi,Inversiones Tmsi,1,TRUE
Inversiones Y Consultores Guerrero E.I.R.L,Inversiones Y Consultores Guerrero E.I.R.L,1,TRUE
Inversiones Yonister'S E.I.R.L,Inversiones Yonister'S E.I.R.L,1,TRUE
Inversol,Inversol,1,TRUE
Invest Financial Business Group,Invest Financial Business Group,1,TRUE
Invitro Agencia De Marketing,Invitro Agencia De Marketing,1,TRUE
Ipae,Ipae,2,TRUE
Ipc Associates,Ipc Associates,1,TRUE
I-Pex Peru Sac,I-Pex Peru Sac,1,TRUE
Ipinfocom,Ipinfocom,1,TRUE
Iq Project,Iq Project Sac,1,FALSE
Iq Project Sac,Iq Project Sac,1,TRUE
Iqfarma,Iqfarma,1,TRUE
Iqproject,Iq Project Sac,2,FALSE
Iquasar Tech,Iquasar Tech,2,TRUE
Ir.Sanchez Srl,Ir.Sanchez Srl,1,TRUE
Iron Mountain,Iron Mountain,2,TRUE
Irtp,Irtp,2,TRUE
Isa Rep (Red De Energia Del Peru),Isa Rep (Red De Energia Del Peru),5,TRUE
Isaf Consultores S.A.,Isaf Consultores S.A.,1,TRUE
Isat,Isat,1,TRUE
Iseg Peru,Iseg Peru,1,TRUE
Ish,Ish,1,TRUE
Ishop Peru,Ishop Peru,1,TRUE
Isil,Isil,5,TRUE
Isoluciones Integrales Sac,Isoluciones Integrales Sac,1,TRUE
Isotools Excellence,Isotools Excellence,1,TRUE
Isp Consulting,Isp Consulting,2,TRUE
Ispacj,Ispacj,1,TRUE
Issoma,Issoma,1,TRUE
Ist. Idat,Idat S.A.C,1,FALSE
Istpaa Sac,Istpaa Sac,1,TRUE
Isystems Sac,Isystems Sac,1,TRUE
It &Amp; Erp Consulting E.I.R.L,It &Amp; Erp Consulting E.I.R.L,1,TRUE
It Business &Amp; Support,It Business &Amp; Support,2,TRUE
It Business Consultants Professionals S.A.C. - Itbcp S.A.C,Itbcp Consultores En Tecnologias,1,FALSE
It Consulting Corporation,It Consulting Corporation Sac,1,FALSE
It Consulting Corporation Sac,It Consulting Corporation Sac,2,TRUE
It Consultores Navasoft,It Consultores Navasoft,1,TRUE
It Convergence,It Convergence,1,TRUE
It Data,It Data Consulting,4,FALSE
It Data Consulting,It Data Consulting,4,TRUE
It Era Peru Sac,It Era Peru Sac,2,TRUE
It Green Solutions (Para Financiera Oh! - Promart,It Green Solutions (Para Financiera Oh! - Promart,1,TRUE
It Group S.A.C.,It Group S.A.C.,1,TRUE
It Group Solutions,It Group Solutions,1,TRUE
It Secure,It Secure,1,TRUE
It Service Sac,It Service Sac,1,TRUE
It Servicios Y Consultoria Sac,It Servicios Y Consultoria Sac,1,TRUE
It Skill Peru,It Skill Peru,2,TRUE
It Storage Eirl,It Storage Eirl,2,TRUE
It Team,It Team,2,TRUE
Itage Soluciones,Itage Soluciones,1,TRUE
Italian House,Italian House,1,TRUE
Italmecan Sac,Italmecan Sac,2,TRUE
Italperu Cimentaciones,Italperu Cimentaciones,1,TRUE
Italtel,Italtel Peru,4,FALSE
Italtel Peru,Italtel Peru,6,TRUE
Itb Consulting,Itb Consulting,1,TRUE
Itb Solutions Sac,Itb Solutions Sac,1,TRUE
Itb Support,Itb Support,1,TRUE
Itbcp Consultores En Tecnologias,Itbcp Consultores En Tecnologias,1,TRUE
Itd Distribution,Itd Distribution,1,TRUE
Itel Servicios Integrales,Itel Servicios Integrales,4,TRUE
Itelcom Peru,Itelcom Peru,4,TRUE
Itera Process,Itera Process,3,TRUE
Itera Process Consulting E It Institute,Itera Process Consulting E It Institute,1,TRUE
Itesa Sac,Itesa Sac,1,TRUE
Itg,Itg Solutions S.A.C,1,FALSE
Itg Solutions,Itg Solutions S.A.C,14,FALSE
Itg Solutions S.A.C,Itg Solutions S.A.C,6,TRUE
Itg Solutions S.A.C.,Itg Solutions S.A.C,1,FALSE
Itg Solutions Sac,Itg Solutions S.A.C,6,FALSE
Itgroup,It Group S.A.C.,1,FALSE
Itm Soluciones Tecnologicas E Inversiones S.A.C.,Itm Soluciones Tecnologicas E Inversiones S.A.C.,1,TRUE
Ito Ingenieros,Ito Ingenieros,1,TRUE
Itp - Ministerio De La Produccion,Ministerio De La Produccion,1,FALSE
Itsight,Itsight,2,TRUE
Itsystems,Itsystems,1,TRUE
Itteam,Itteam,2,TRUE
It-Team S.A.C.,It-Team S.A.C.,1,TRUE
Ittsabus,Ittsabus,2,TRUE
Ive Industrias Generales E.I.R.L.,Ive Industrias Generales E.I.R.L.,1,TRUE
Ivvit,Ivvit,1,TRUE
Izipay,Procesos De Medios De Pago S.A.C - Izipay,2,FALSE
Izipay S.A.,Procesos De Medios De Pago S.A.C - Izipay,1,FALSE
Izo,Izo Sac,1,FALSE
Izo Sac,Izo Sac,1,TRUE
J & R Fasor S.A.C.,J & R Fasor S.A.C.,4,TRUE
J&Amp;N Segin,J&Amp;N Segin,1,TRUE
J&Amp;V Resguardo (Liderman),J&Amp;V Resguardo (Liderman),1,TRUE
J&C Servicios De Mecanica De Suelos,J&C Servicios De Mecanica De Suelos,1,TRUE
J. Sanchez Meza Y Asociados Contadores Publicos,J. Sanchez Meza Y Asociados Contadores Publicos,1,TRUE
J/R Asociados,J/R Asociados,1,TRUE
Ja Transervi Sac,Ja Transervi Sac,1,TRUE
Jagi Sac,Jagi Sac,1,TRUE
Jamming,Jamming S.A.C,1,FALSE
Jamming S.A.C,Jamming S.A.C,1,TRUE
Jardines De La Paz,Jardines De La Paz,3,TRUE
Jast Corredores De Seguros,Jast Corredores De Seguros,1,TRUE
Jc Ingenieria Y Construccion,Jc Ingenieria Y Construccion,1,TRUE
Jc Love Moda Mujer,Jc Love Moda Mujer,1,TRUE
Jc World,Jc World,1,TRUE
Jchcomercial,Jchcomercial,2,TRUE
Jci Ingenieria & Servicios Ambientales S.A.C,Jci Ingenieria & Servicios Ambientales S.A.C,2,TRUE
Jdm Tecnologia Y Soluciones Globales,Jdm Tecnologia Y Soluciones Globales,1,TRUE
Je Galbant Sac,Je Galbant Sac,1,TRUE
Jefron Y Compania Peru Sac,Jefron Y Compania Peru Sac,1,TRUE
Jet Cargo Service,Jet Cargo Service,1,TRUE
Jfb Servicios Generales S.A.C.,Jfb Servicios Generales S.A.C.,1,TRUE
Jhan Marco E.I.R.L.,Jhan Marco E.I.R.L.,1,TRUE
Jho Soluciones S.A.C.,Jho Soluciones S.A.C.,1,TRUE
Jial Del Peru,Jial Del Peru,1,TRUE
Jinzhao Mining Peru S.A.,Jinzhao Mining Peru S.A.,1,TRUE
Jj Kalidad E.I.R.L.,Jj Kalidad E.I.R.L.,1,TRUE
Jl Ecovida Consultores Eirl,Jl Ecovida Consultores Eirl,1,TRUE
Jl Maquimotors S.A.C,Jl Maquimotors S.A.C,1,TRUE
Jllv Tasaciones,Jllv Tasaciones,1,TRUE
Jlr Analytics Sac,Jlr Analytics Sac,3,TRUE
Jm Group Master,Jm Group Master,3,TRUE
Jmt Digital Outdoors Sac,Jmt Digital Outdoors Sac,1,TRUE
Jnr Consultores,Jnr Consultores,1,TRUE
Job Fit Consultoria,Job Fit Consultoria,1,TRUE
Jobctrl Peru,Jobctrl Peru,1,TRUE
Jockey Salud,Jockey Salud,2,TRUE
Joe Club Peru,Joe Club Peru,1,TRUE
Johnson Controls,Johnson Controls,1,TRUE
Jopesa,Jopesa,1,TRUE
Jorge Alayo - Productor Musical &Amp; Mixer,Jorge Alayo - Productor Musical &Amp; Mixer,2,TRUE
Jo'S Place,Jo'S Place,1,TRUE
Joy It,Joy It,1,TRUE
Joyglobal Peru,Joyglobal Peru,1,TRUE
Jr Consultoria Y Tecnologia,Jr Consultoria Y Tecnologia,1,TRUE
Jr Logistica Integral Eirl,Jr Logistica Integral Eirl,1,TRUE
Jr. Group.,Jr. Group.,1,TRUE
Jrc Ingenieria Y Construccion,Jrc Ingenieria Y Construccion S.A.C,2,FALSE
Jrc Ingenieria Y Construccion S.A.C,Jrc Ingenieria Y Construccion S.A.C,2,TRUE
Jrc Ingenieria Y Construccion Sac,Jrc Ingenieria Y Construccion S.A.C,1,FALSE
Jrm,Jrm S.A,1,FALSE
Jrm S.A,Jrm S.A,1,TRUE
Js Consultors,Js Consultors,1,TRUE
Js Market Solutions (Movistar Peru),Js Market Solutions (Movistar Peru),1,TRUE
Juan Leng Delgado S.A.C.,Juan Leng Delgado S.A.C.,1,TRUE
Juegos De Video Latinoamerica Peru S.A.C.,Juegos De Video Latinoamerica Peru S.A.C.,2,TRUE
Juegos Panamericanos Lima 2019,Juegos Panamericanos Y Parapanamericanos Lima 2019,2,FALSE
Juegos Panamericanos Y Parapanamericanos Lima 2019,Juegos Panamericanos Y Parapanamericanos Lima 2019,2,TRUE
Junta De Propietarios Del Edificio Lexus,Junta De Propietarios Del Edificio Lexus,1,TRUE
Juntoz. Com,Juntoz. Com,1,TRUE
Juparo Peru Sac,Juparo Peru Sac,1,TRUE
Jurado Nacional De Elecciones,Jurado Nacional De Elecciones,7,TRUE
Jurado Nacional De Elecciones (Jne),Jurado Nacional De Elecciones,1,FALSE
Just In Time S.A.C,Just In Time S.A.C,2,TRUE
Jutmay Inversiones S.A.C.,Jutmay Inversiones S.A.C.,1,TRUE
Jyb,Jyb,1,TRUE
Jyp Perifericos,Jyp Perifericos,1,TRUE
Jys Control Automation,Jys Control Automation,1,TRUE
Jzg Abogados Eirl,Jzg Abogados Eirl,1,TRUE
Kaits Consulting,Kaits Consulting,2,TRUE
Kaits Consulting Sac,Kaits Consulting Sac,1,TRUE
Kaizen Group S.A.C,Kaizen Group S.A.C,1,TRUE
Kallpa Generacion,Kallpa Generacion S.A,1,FALSE
Kallpa Generacion S.A,Kallpa Generacion S.A,1,TRUE
Kancha,Kancha,1,TRUE
Katal,Katal,2,TRUE
Kayak Soluciones,Kayak Soluciones,1,TRUE
Kazuki Consultoria Y Construccion,Kazuki Consultoria Y Construccion,2,TRUE
Keep It Simple,Keep It Simple,1,TRUE
Key Solutions,Key Solutions,1,TRUE
Keysolutions (Yanbal),Key Solutions,1,FALSE
Kia Ingenieros Srl - Consorcio Aba Union,Kia Ingenieros Srl - Consorcio Aba Union,1,TRUE
Kialma Industries,Kialma Industries,1,TRUE
Kids Aware,Kids Aware,1,TRUE
Killqar,Killqar,1,TRUE
Kimberly Clark,Kimberly Clark,1,TRUE
Kimsa Solutions Sac,Kimsa Solutions Sac,4,TRUE
King Real Security,King Real Security,1,TRUE
Kinsa Talent,Kinsa Talent,1,TRUE
Kla S.A.C.,Kla S.A.C.,3,TRUE
Klimatic,Klimatic,1,TRUE
Kmjk Sac,Kmjk Sac,1,TRUE
Kml Logistic Sac,Kml Logistic Sac,2,TRUE
Knowbly Learning System,Knowbly Learning System,1,TRUE
Kobranzas Sac,Kobranzas Sac,1,TRUE
Kobrazas Sac,Kobranzas Sac,1,FALSE
Kobsa,Kobsa,1,TRUE
Kodilabs,Kodilabs,1,TRUE
Kodoti,Kodoti,1,TRUE
Kolben Bruder Scrl,Kolben Bruder Scrl,1,TRUE
Kolff Peru S.A.C.,Kolff Peru S.A.C.,1,TRUE
Komatsu - Mitsui,Komatsu Mitsui,2,FALSE
Komatsu - Mitsui Maquinarias,Komatsu Mitsui,1,FALSE
Komatsu Mitsui,Komatsu Mitsui,2,TRUE
Komatsu Mitsui Maquinarias Peru,Komatsu Mitsui,1,FALSE
Komax Peru Sac,Komax Peru Sac,1,TRUE
Komodo Credito Educativo,Komodo Credito Educativo,1,TRUE
Komunicate Global Sac,Komunicate Global Sac,1,TRUE
Kon Team,Kon Team,1,TRUE
Konecta,Konecta Peru,9,FALSE
Konecta Bpo,Konecta Peru,1,FALSE
Konecta Bto,Konecta Peru,1,FALSE
Konecta Bto S.L.Sucursal En Peru,Konecta Peru,1,FALSE
"Konecta Bto, S.L Sucursal En Peru",Konecta Peru,1,FALSE
Konecta Peru,Konecta Peru,5,TRUE
Konica Minolta Peru,Konica Minolta Peru,1,TRUE
Koplast Industrial,Koplast Industrial,1,TRUE
Kpmg,Kpmg En Peru,3,FALSE
Kpmg En Peru,Kpmg En Peru,1,TRUE
Krealo Fintech,Krealo Fintech,1,TRUE
Krowdy/Laborum,Krowdy/Laborum,1,TRUE
Kruger Corporation,Kruger Corporation,2,TRUE
Ks Depor,Ks Depor,1,TRUE
Ksdepor,Ks Depor,2,FALSE
Kstorage S. R. L.,Kstorage S. R. L.,1,TRUE
Ktl Project And Consuting Group Sac,Ktl Project And Consuting Group Sac,1,TRUE
Kuehne Nagel,Kuehne Nagel,1,TRUE
Kunaq & Asociados,Kunaq & Asociados,1,TRUE
Kunaq &Amp; Asociados,Kunaq & Asociados,1,FALSE
Kuria,Kuria,1,TRUE
Kushki,Kushki,3,TRUE
Kusi Girl,Kusi Girl,2,TRUE
Kuwa,Kuwa,1,TRUE
Kvr3 Sac,Kvr3 Sac,1,TRUE
Kyndryl,Kyndryl,5,TRUE
Kyndryl - Ibm,Kyndryl,2,FALSE
L&Amp;M Medical Supplies S.A.C.,L&Amp;M Medical Supplies S.A.C.,1,TRUE
L&Amp;P Ingenieria Y Gas,L&Amp;P Ingenieria Y Gas,1,TRUE
L. + J. Baechler Ingenieros S.A.,L. + J. Baechler Ingenieros S.A.,1,TRUE
L.O. Electronics,L.O. Electronics,2,TRUE
La Brownieseria,La Brownieseria,1,TRUE
La Calera,La Calera,2,TRUE
La Casa Del Algodon,La Casa Del Algodon,1,TRUE
La Chechi Postres,La Chechi Postres,1,TRUE
La Esquina De La Planicie,La Esquina De La Planicie,1,TRUE
La Esquinita,La Esquinita,1,TRUE
La Estrellita Del Sur,La Estrellita Del Sur,1,TRUE
La Genovesa,La Genovesa,1,TRUE
La Hanseatica,La Hanseatica,1,TRUE
La Mark Vision Peru S.A.C.,La Mark Vision Peru S.A.C.,1,TRUE
La Muralla Gerencia Y Construccion,La Muralla Gerencia Y Construccion,1,TRUE
La Positiva,La Positiva Seguros,12,FALSE
La Positiva Seguros,La Positiva Seguros,2,TRUE
La Positiva Seguros - Mdp Consulting,La Positiva Seguros,1,FALSE
La Positiva Seguros Y Reaseguros,La Positiva Seguros,5,FALSE
La Positiva Seguros Y Reaseguros S.A.C.,La Positiva Seguros,2,FALSE
La Protectora,La Protectora,4,TRUE
La Tinka S.A,La Tinka S.A,1,TRUE
La Verdad De La Milanesa,La Verdad De La Milanesa,1,TRUE
Lab &Amp; Health Supply Sac,Lab &Amp; Health Supply Sac,1,TRUE
Lab Nutrition Corp Sac,Lab Nutrition Corp Sac,1,TRUE
Labofta,Labofta,1,TRUE
Laboratoria,Laboratoria,2,TRUE
Laboratorio Roe,Laboratorio Roe,1,TRUE
Laboratorios Ac Farma S.A.,Laboratorios Ac Farma S.A.,2,TRUE
Laboratorios Americanos,Laboratorios Americanos,1,TRUE
Laboratorios Auna,Laboratorios Auna,2,TRUE
Laboratorios Biomont,Laboratorios Biomont S.A,3,FALSE
Laboratorios Biomont S.A,Laboratorios Biomont S.A,1,TRUE
Laboratorios Frada S.A.C,Laboratorios Frada S.A.C,1,TRUE
Laboratorios Hersil S.A.C.,Laboratorios Hersil S.A.C.,1,TRUE
Laboratorios Induquimica S.A.,Laboratorios Induquimica S.A.,1,TRUE
Laboratorios La Cooper,Laboratorios La Cooper,1,TRUE
Laboratorios Precisa,Laboratorios Precisa,1,TRUE
Laboratorios Qualab,Laboratorios Qualab,2,TRUE
Laboratorios Smasac,Laboratorios Smasac,1,TRUE
Labotec Peru S.A.C,Labotec Peru S.A.C,1,TRUE
"Labware Latin America, Inc.","Labware Latin America, Inc.",1,TRUE
Lacce,Lacce,1,TRUE
Lacoste Peru,Lacoste Peru,1,TRUE
Lafayette,Lafayette,2,TRUE
Laive,Laive S.A,1,FALSE
Laive S.A,Laive S.A,1,TRUE
Laive S.A.,Laive S.A,1,FALSE
Lancoach,Lancoach,1,TRUE
Laney Corp Sac,Laney Corp Sac,1,TRUE
Lantana Boutique,Lantana Boutique,1,TRUE
Lari Contratistas Sac,Lari Contratistas Sac,1,TRUE
Las Bambas - Apurimac,Las Bambas - Apurimac,1,TRUE
Last M Biz Group,Last M Biz Group,1,TRUE
Latam Airlines,Latam Airlines,4,TRUE
Latamready,Latamready,1,TRUE
Laureate - Peru,Laureate International Universities,2,FALSE
Laureate International Universities,Laureate International Universities,2,TRUE
Layout,Layout,1,TRUE
Layseca Asociados Sac,Layseca Asociados Sac,1,TRUE
Lazo De Romana Abogados &Amp; Cmb Abogados,Lazo De Romana Abogados &Amp; Cmb Abogados,1,TRUE
Lazzos Comerciales,Lazzos Comerciales,1,TRUE
Lc Group Sac,Lc Group Sac,1,TRUE
Lc Producciones Y Eventos,Lc Producciones Y Eventos,1,TRUE
Lc Waikiki,Lc Waikiki,1,TRUE
Lch Solutions Eirl,Lch Solutions Eirl,1,TRUE
Le Cordon Bleu,Le Cordon Bleu Peru,1,FALSE
Le Cordon Bleu Peru,Le Cordon Bleu Peru,1,TRUE
Le Requien Rush S.A.C.S.,Le Requien Rush S.A.C.S.,1,TRUE
Leading Group Sac,Leading Group Sac,1,TRUE
Learning Innovation,Learning Innovation,1,TRUE
Lee Felter Del Peru Sac,Lee Felter Del Peru Sac,1,TRUE
Leer Descripcion,Leer Descripcion,1,TRUE
Legal Pro Data,Legal Pro Data,1,TRUE
Leira Solutions,Leira Solutions,1,TRUE
Levapan Del Peru Sac,Levapan Del Peru Sac,3,TRUE
Lfs Corp,Lfs Corp,3,TRUE
Lgm Transportes,Lgm Transportes,1,TRUE
Liberty Mountain Resort,Liberty Mountain Resort,1,TRUE
Libre Inmobiliaria - Colabora,Libre Inmobiliaria - Colabora,1,TRUE
Librerias Crisol,Librerias Crisol,1,TRUE
Licons Group,Licons Group,1,TRUE
Lidera Digital,Lidera Digital,1,TRUE
Liderman,Liderman,1,TRUE
Lidins,Lidins,1,TRUE
Ligo,Ligo,1,TRUE
Likewize (Brightstar Corp),Likewize Peru Sac,2,FALSE
Likewize Peru Sac,Likewize Peru Sac,1,TRUE
Lima Airport Partners,Lima Airport Partners,1,TRUE
Lima Bus Internacional 1 S.A.,Lima Bus Internacional 1 S.A.,1,TRUE
Lima Caucho S.A,Lima Caucho S.A.,1,FALSE
Lima Caucho S.A.,Lima Caucho S.A.,3,TRUE
Lima Centro Constructores,Lima Centro Constructores,1,TRUE
Lima Expresa,Lima Expresa,1,TRUE
Lima Gas S.A,Lima Gas S.A,1,TRUE
Lima Innovation Lab,Lima Innovation Lab,2,TRUE
Lima Rental Center,Lima Rental Center,1,TRUE
Lima Tecnologia,Lima Tecnologia,5,TRUE
Limatours,Limatours,3,TRUE
Limautos,Limautos,1,TRUE
Limcompany,Limcompany,16,TRUE
Limtek Servicios Integrales,Limtek Servicios Integrales,1,TRUE
Lindcorp,Lindcorp,2,TRUE
Linio Peru Sac,Linio Peru Sac,1,TRUE
Liquid,Liquid,1,TRUE
Liteyca De Peru Sac,Liteyca De Peru Sac,1,TRUE
Liwilu Sac,Liwilu Sac,1,TRUE
Llama Motors,Llama Motors,1,TRUE
Llanmaxxi Del Peru S.A.C,Llanmaxxi Del Peru S.A.C,1,TRUE
Llantas Y Aros Chirinos,Llantas Y Aros Chirinos,1,TRUE
Lnk,Lnk,1,TRUE
Locales Deportivos,Locales Deportivos,1,TRUE
Logic Atelier,Logic Atelier,1,TRUE
Logicalis,Logicalis Andina,1,FALSE
Logicalis Andina,Logicalis Andina,1,TRUE
Logistica Integral De Comercio Exterior S.A.C.,Logistica Integral De Comercio Exterior S.A.C.,1,TRUE
Logisticals Sa,Logisticals Sa,1,TRUE
Logra Gestion Del Talento Sac,Logra Gestion Del Talento Sac,1,TRUE
Loon Llc By Google,Loon Llc By Google,1,TRUE
Los Portales,Los Portales S.A.,3,FALSE
Los Portales S.A.,Los Portales S.A.,1,TRUE
Los Portales Sa,Los Portales S.A.,1,FALSE
Loterias Del Peru Sac,Loterias Del Peru Sac,1,TRUE
Loyalty Bonus,Loyalty Bonus,2,TRUE
Lp - Pasion Por El Derecho,Lp - Pasion Por El Derecho,1,TRUE
Lpb,Lpb,1,TRUE
Lph Store,Lph Store,2,TRUE
Lubrinegocios S.A.C,Lubrinegocios S.A.C,1,TRUE
Lucero Vraem,Lucero Vraem,1,TRUE
Lucha Parnerts,Lucha Partners S.A.C,1,FALSE
Lucha Partners,Lucha Partners S.A.C,1,FALSE
Lucha Partners S.A.C,Lucha Partners S.A.C,1,TRUE
Luckia,Luckia,1,TRUE
Lucky S.A.C,Lucky S.A.C,1,TRUE
Lucky S.A.C.,Lucky S.A.C,1,FALSE
Lucky Sac,Lucky S.A.C,4,FALSE
Lucky Sapolio,Lucky Sapolio,1,TRUE
Luis Tinco Eirl,Luis Tinco Eirl,1,TRUE
Lula Photography,Lula Photography,1,TRUE
Lumingo - Grupo El Comercio,Lumingo - Grupo El Comercio,1,TRUE
Lumingo (Grupo El Comercio),Lumingo - Grupo El Comercio,1,FALSE
Lumingo.Com,Lumingo - Grupo El Comercio,1,FALSE
Lupuna Outdoors,Lupuna Outdoors,1,TRUE
Lurawy Peru,Lurawy Peru,1,TRUE
Luva Construcciones,Luva Construcciones,1,TRUE
Luvegi Ingenieros Sac,Luvegi Ingenieros Sac,1,TRUE
Luz Alfa Sac,Luz Alfa Sac,1,TRUE
Luz Del Sur,Luz Del Sur S.A.A.,8,FALSE
Luz Del Sur S.A.A,Luz Del Sur S.A.A.,1,FALSE
Luz Del Sur S.A.A.,Luz Del Sur S.A.A.,3,TRUE
Luz Del Sur S.A.A. - Canete,Luz Del Sur S.A.A.,1,FALSE
Lvl Consulting,Lvl Consulting,1,TRUE
Lynx Techonology,Lynx Techonology,1,TRUE
M &Amp; F Servicios Empresariales S.A.C,M &Amp; F Servicios Empresariales S.A.C,1,TRUE
M&Amp;J Corporation.P S.R.L,M&Amp;J Corporation.P S.R.L,1,TRUE
M&Amp;M Sa,M&Amp;M Sa,1,TRUE
M&Amp;N Multiservicios,M&Amp;N Multiservicios,6,TRUE
M&Amp;R Industrial S.A.C,M&Amp;R Industrial S.A.C,1,TRUE
M2Tek,M2Tek,1,TRUE
Ma Nt Services Sac,Ma Nt Services Sac,1,TRUE
Mab Peru,Mab Peru,1,TRUE
Maccaferri Construction,Maccaferri Construction,1,TRUE
Machen Peru S.A.C.,Machen Peru S.A.C.,1,TRUE
Machu Picchu Foods,Machu Picchu Foods,1,TRUE
Macrosolution Sac,Macrosolution Sac,1,TRUE
Macrowork Sac,Macrowork Sac,1,TRUE
Maderera Bozovich,Maderera Bozovich,1,TRUE
Madrid Edificaciones,Madrid Edificaciones,1,TRUE
Maes,Maes,1,TRUE
Maestro Peru,Maestro Peru,1,TRUE
Mafisa Motors,Mafisa Motors,1,TRUE
Magister,Magister,1,TRUE
Magnaprint Sac,Magnaprint Sac,1,TRUE
Magot Sociedad Agente De Bolsa,Magot Sociedad Agente De Bolsa,1,TRUE
